"","msa.fips","year","nonfarm.personal.income"
"new.row.16410","27500",2011,5408627
"new.row.16411","27500",2012,5710283
"new.row.16412","31540",1969,1460840
"new.row.16413","31540",1970,1610656
"new.row.16414","31540",1971,1749574
"new.row.16415","31540",1972,1887774
"new.row.16416","31540",1973,2083373
"new.row.16417","31540",1974,2301133
"new.row.16418","31540",1975,2570242
"new.row.16419","31540",1976,2845634
"new.row.16420","31540",1977,3150845
"new.row.16421","31540",1978,3549426
"new.row.16422","31540",1979,3921246
"new.row.16423","31540",1980,4384088
"new.row.16424","31540",1981,4795884
"new.row.16425","31540",1982,5199232
"new.row.16426","31540",1983,5616540
"new.row.16427","31540",1984,6097169
"new.row.16428","31540",1985,6545025
"new.row.16429","31540",1986,6969686
"new.row.16430","31540",1987,7468365
"new.row.16431","31540",1988,7920790
"new.row.16432","31540",1989,8722055
"new.row.16433","31540",1990,9409681
"new.row.16434","31540",1991,9949036
"new.row.16435","31540",1992,10860261
"new.row.16436","31540",1993,11557276
"new.row.16437","31540",1994,12279501
"new.row.16438","31540",1995,13068768
"new.row.16439","31540",1996,13739390
"new.row.16440","31540",1997,14689963
"new.row.16441","31540",1998,15762876
"new.row.16442","31540",1999,16486133
"new.row.16443","31540",2000,17910471
"new.row.16444","31540",2001,18764240
"new.row.16445","31540",2002,19666475
"new.row.16446","31540",2003,20513026
"new.row.16447","31540",2004,21656670
"new.row.16448","31540",2005,22676015
"new.row.16449","31540",2006,24334842
"new.row.16450","31540",2007,25474623
"new.row.16451","31540",2008,26125173
"new.row.16452","31540",2009,26266661
"new.row.16453","31540",2010,26525175
"new.row.16454","31540",2011,28177218
"new.row.16455","31540",2012,29538590
"new.row.16456","33340",1969,5994983
"new.row.16457","33340",1970,6385515
"new.row.16458","33340",1971,6783879
"new.row.16459","33340",1972,7400808
"new.row.16460","33340",1973,8157501
"new.row.16461","33340",1974,8966917
"new.row.16462","33340",1975,9676911
"new.row.16463","33340",1976,10513684
"new.row.16464","33340",1977,11585174
"new.row.16465","33340",1978,12898118
"new.row.16466","33340",1979,14325806
"new.row.16467","33340",1980,15747023
"new.row.16468","33340",1981,17256733
"new.row.16469","33340",1982,18235101
"new.row.16470","33340",1983,18973547
"new.row.16471","33340",1984,20780457
"new.row.16472","33340",1985,21881188
"new.row.16473","33340",1986,22978763
"new.row.16474","33340",1987,24288794
"new.row.16475","33340",1988,26234026
"new.row.16476","33340",1989,28382511
"new.row.16477","33340",1990,29904141
"new.row.16478","33340",1991,30872926
"new.row.16479","33340",1992,33073952
"new.row.16480","33340",1993,34664865
"new.row.16481","33340",1994,36476777
"new.row.16482","33340",1995,38289894
"new.row.16483","33340",1996,40251388
"new.row.16484","33340",1997,42607248
"new.row.16485","33340",1998,45551818
"new.row.16486","33340",1999,47361089
"new.row.16487","33340",2000,50207307
"new.row.16488","33340",2001,52276251
"new.row.16489","33340",2002,53450380
"new.row.16490","33340",2003,54688043
"new.row.16491","33340",2004,57116789
"new.row.16492","33340",2005,59197956
"new.row.16493","33340",2006,63504783
"new.row.16494","33340",2007,65535788
"new.row.16495","33340",2008,67436599
"new.row.16496","33340",2009,67190042
"new.row.16497","33340",2010,67799170
"new.row.16498","33340",2011,70936589
"new.row.16499","33340",2012,73503595
"new.row.16500","36780",1969,475727
"new.row.16501","36780",1970,498324
"new.row.16502","36780",1971,522635
"new.row.16503","36780",1972,564811
"new.row.16504","36780",1973,625720
"new.row.16505","36780",1974,691226
"new.row.16506","36780",1975,764107
"new.row.16507","36780",1976,843692
"new.row.16508","36780",1977,938740
"new.row.16509","36780",1978,1046862
"new.row.16510","36780",1979,1167592
"new.row.16511","36780",1980,1286015
"new.row.16512","36780",1981,1408827
"new.row.16513","36780",1982,1501609
"new.row.16514","36780",1983,1623642
"new.row.16515","36780",1984,1774070
"new.row.16516","36780",1985,1888991
"new.row.16517","36780",1986,1991589
"new.row.16518","36780",1987,2102738
"new.row.16519","36780",1988,2238067
"new.row.16520","36780",1989,2429719
"new.row.16521","36780",1990,2613816
"new.row.16522","36780",1991,2735027
"new.row.16523","36780",1992,2983429
"new.row.16524","36780",1993,3093413
"new.row.16525","36780",1994,3293466
"new.row.16526","36780",1995,3497551
"new.row.16527","36780",1996,3663100
"new.row.16528","36780",1997,3841996
"new.row.16529","36780",1998,4119737
"new.row.16530","36780",1999,4271695
"new.row.16531","36780",2000,4531961
"new.row.16532","36780",2001,4669934
"new.row.16533","36780",2002,4810706
"new.row.16534","36780",2003,5007774
"new.row.16535","36780",2004,5201410
"new.row.16536","36780",2005,5369069
"new.row.16537","36780",2006,5754495
"new.row.16538","36780",2007,5977098
"new.row.16539","36780",2008,6121037
"new.row.16540","36780",2009,6073928
"new.row.16541","36780",2010,6282305
"new.row.16542","36780",2011,6588592
"new.row.16543","36780",2012,6819904
"new.row.16544","39540",1969,669864
"new.row.16545","39540",1970,694216
"new.row.16546","39540",1971,733224
"new.row.16547","39540",1972,814265
"new.row.16548","39540",1973,907382
"new.row.16549","39540",1974,1017518
"new.row.16550","39540",1975,1116713
"new.row.16551","39540",1976,1225438
"new.row.16552","39540",1977,1344298
"new.row.16553","39540",1978,1522559
"new.row.16554","39540",1979,1710100
"new.row.16555","39540",1980,1863201
"new.row.16556","39540",1981,2022678
"new.row.16557","39540",1982,2078434
"new.row.16558","39540",1983,2184101
"new.row.16559","39540",1984,2394457
"new.row.16560","39540",1985,2481548
"new.row.16561","39540",1986,2611284
"new.row.16562","39540",1987,2765339
"new.row.16563","39540",1988,2989633
"new.row.16564","39540",1989,3219087
"new.row.16565","39540",1990,3433523
"new.row.16566","39540",1991,3599285
"new.row.16567","39540",1992,3775056
"new.row.16568","39540",1993,3976463
"new.row.16569","39540",1994,4210181
"new.row.16570","39540",1995,4400699
"new.row.16571","39540",1996,4630099
"new.row.16572","39540",1997,4943670
"new.row.16573","39540",1998,5179353
"new.row.16574","39540",1999,5244431
"new.row.16575","39540",2000,5525567
"new.row.16576","39540",2001,5856287
"new.row.16577","39540",2002,6006289
"new.row.16578","39540",2003,6237915
"new.row.16579","39540",2004,6560921
"new.row.16580","39540",2005,6636567
"new.row.16581","39540",2006,7020933
"new.row.16582","39540",2007,7291231
"new.row.16583","39540",2008,7670491
"new.row.16584","39540",2009,7377674
"new.row.16585","39540",2010,7361337
"new.row.16586","39540",2011,7625408
"new.row.16587","39540",2012,7860894
"new.row.16588","43100",1969,348013
"new.row.16589","43100",1970,370109
"new.row.16590","43100",1971,393887
"new.row.16591","43100",1972,437787
"new.row.16592","43100",1973,482841
"new.row.16593","43100",1974,536389
"new.row.16594","43100",1975,578428
"new.row.16595","43100",1976,650876
"new.row.16596","43100",1977,730977
"new.row.16597","43100",1978,827959
"new.row.16598","43100",1979,935449
"new.row.16599","43100",1980,1026460
"new.row.16600","43100",1981,1132033
"new.row.16601","43100",1982,1168287
"new.row.16602","43100",1983,1234507
"new.row.16603","43100",1984,1359881
"new.row.16604","43100",1985,1408774
"new.row.16605","43100",1986,1477972
"new.row.16606","43100",1987,1553532
"new.row.16607","43100",1988,1679489
"new.row.16608","43100",1989,1821585
"new.row.16609","43100",1990,1895052
"new.row.16610","43100",1991,1952783
"new.row.16611","43100",1992,2128077
"new.row.16612","43100",1993,2266623
"new.row.16613","43100",1994,2422021
"new.row.16614","43100",1995,2558109
"new.row.16615","43100",1996,2659827
"new.row.16616","43100",1997,2764433
"new.row.16617","43100",1998,2965505
"new.row.16618","43100",1999,3101655
"new.row.16619","43100",2000,3310249
"new.row.16620","43100",2001,3436249
"new.row.16621","43100",2002,3531692
"new.row.16622","43100",2003,3627150
"new.row.16623","43100",2004,3830106
"new.row.16624","43100",2005,4001350
"new.row.16625","43100",2006,4266405
"new.row.16626","43100",2007,4457113
"new.row.16627","43100",2008,4926986
"new.row.16628","43100",2009,4678731
"new.row.16629","43100",2010,4536256
"new.row.16630","43100",2011,4875815
"new.row.16631","43100",2012,5100592
"new.row.16632","48140",1969,289674
"new.row.16633","48140",1970,315233
"new.row.16634","48140",1971,342953
"new.row.16635","48140",1972,383660
"new.row.16636","48140",1973,432323
"new.row.16637","48140",1974,479294
"new.row.16638","48140",1975,538361
"new.row.16639","48140",1976,608790
"new.row.16640","48140",1977,693955
"new.row.16641","48140",1978,782169
"new.row.16642","48140",1979,866425
"new.row.16643","48140",1980,952798
"new.row.16644","48140",1981,1040750
"new.row.16645","48140",1982,1097209
"new.row.16646","48140",1983,1174080
"new.row.16647","48140",1984,1267293
"new.row.16648","48140",1985,1352175
"new.row.16649","48140",1986,1433068
"new.row.16650","48140",1987,1515348
"new.row.16651","48140",1988,1623500
"new.row.16652","48140",1989,1775804
"new.row.16653","48140",1990,1908545
"new.row.16654","48140",1991,2017247
"new.row.16655","48140",1992,2180947
"new.row.16656","48140",1993,2306505
"new.row.16657","48140",1994,2431538
"new.row.16658","48140",1995,2568850
"new.row.16659","48140",1996,2723694
"new.row.16660","48140",1997,2922432
"new.row.16661","48140",1998,3107228
"new.row.16662","48140",1999,3254671
"new.row.16663","48140",2000,3491041
"new.row.16664","48140",2001,3669390
"new.row.16665","48140",2002,3820603
"new.row.16666","48140",2003,3914817
"new.row.16667","48140",2004,4082787
"new.row.16668","48140",2005,4286176
"new.row.16669","48140",2006,4527332
"new.row.16670","48140",2007,4754050
"new.row.16671","48140",2008,4916869
"new.row.16672","48140",2009,4909283
"new.row.16673","48140",2010,4889915
"new.row.16674","48140",2011,5035152
"new.row.16675","48140",2012,5240506
"new.row.16676","16220",1969,217453
"new.row.16677","16220",1970,235818
