"","msa.fips","year","supplements.to.wages.and.salaries"
"new.row.13605","17420",1978,44509
"new.row.13606","17420",1979,50893
"new.row.13607","17420",1980,58266
"new.row.13608","17420",1981,67750
"new.row.13609","17420",1982,72719
"new.row.13610","17420",1983,83505
"new.row.13611","17420",1984,92808
"new.row.13612","17420",1985,101588
"new.row.13613","17420",1986,109966
"new.row.13614","17420",1987,118779
"new.row.13615","17420",1988,125926
"new.row.13616","17420",1989,136680
"new.row.13617","17420",1990,146377
"new.row.13618","17420",1991,161315
"new.row.13619","17420",1992,185304
"new.row.13620","17420",1993,193042
"new.row.13621","17420",1994,202951
"new.row.13622","17420",1995,205987
"new.row.13623","17420",1996,217420
"new.row.13624","17420",1997,233651
"new.row.13625","17420",1998,240055
"new.row.13626","17420",1999,259600
"new.row.13627","17420",2000,270008
"new.row.13628","17420",2001,288916
"new.row.13629","17420",2002,298511
"new.row.13630","17420",2003,324665
"new.row.13631","17420",2004,348015
"new.row.13632","17420",2005,365815
"new.row.13633","17420",2006,351179
"new.row.13634","17420",2007,361138
"new.row.13635","17420",2008,366976
"new.row.13636","17420",2009,358450
"new.row.13637","17420",2010,363056
"new.row.13638","17420",2011,383235
"new.row.13639","17420",2012,420963
"new.row.13640","27180",1969,17260
"new.row.13641","27180",1970,19670
"new.row.13642","27180",1971,23498
"new.row.13643","27180",1972,28321
"new.row.13644","27180",1973,32319
"new.row.13645","27180",1974,38456
"new.row.13646","27180",1975,44259
"new.row.13647","27180",1976,50102
"new.row.13648","27180",1977,59309
"new.row.13649","27180",1978,65350
"new.row.13650","27180",1979,73119
"new.row.13651","27180",1980,78838
"new.row.13652","27180",1981,85134
"new.row.13653","27180",1982,90074
"new.row.13654","27180",1983,100887
"new.row.13655","27180",1984,114592
"new.row.13656","27180",1985,123679
"new.row.13657","27180",1986,140010
"new.row.13658","27180",1987,150656
"new.row.13659","27180",1988,164045
"new.row.13660","27180",1989,185327
"new.row.13661","27180",1990,207468
"new.row.13662","27180",1991,222503
"new.row.13663","27180",1992,264405
"new.row.13664","27180",1993,281335
"new.row.13665","27180",1994,307041
"new.row.13666","27180",1995,312684
"new.row.13667","27180",1996,323968
"new.row.13668","27180",1997,357043
"new.row.13669","27180",1998,379328
"new.row.13670","27180",1999,408572
"new.row.13671","27180",2000,439469
"new.row.13672","27180",2001,437298
"new.row.13673","27180",2002,456870
"new.row.13674","27180",2003,501138
"new.row.13675","27180",2004,539918
"new.row.13676","27180",2005,566033
"new.row.13677","27180",2006,560019
"new.row.13678","27180",2007,582611
"new.row.13679","27180",2008,604104
"new.row.13680","27180",2009,584366
"new.row.13681","27180",2010,579466
"new.row.13682","27180",2011,608785
"new.row.13683","27180",2012,650134
"new.row.13684","27740",1969,24258
"new.row.13685","27740",1970,27423
"new.row.13686","27740",1971,32576
"new.row.13687","27740",1972,38398
"new.row.13688","27740",1973,45321
"new.row.13689","27740",1974,51426
"new.row.13690","27740",1975,54386
"new.row.13691","27740",1976,61332
"new.row.13692","27740",1977,71378
"new.row.13693","27740",1978,82482
"new.row.13694","27740",1979,93557
"new.row.13695","27740",1980,106413
"new.row.13696","27740",1981,119790
"new.row.13697","27740",1982,126739
"new.row.13698","27740",1983,139874
"new.row.13699","27740",1984,155513
"new.row.13700","27740",1985,168115
"new.row.13701","27740",1986,186403
"new.row.13702","27740",1987,200147
"new.row.13703","27740",1988,215943
"new.row.13704","27740",1989,236252
"new.row.13705","27740",1990,263408
"new.row.13706","27740",1991,283349
"new.row.13707","27740",1992,327114
"new.row.13708","27740",1993,337399
"new.row.13709","27740",1994,357475
"new.row.13710","27740",1995,368314
"new.row.13711","27740",1996,379786
"new.row.13712","27740",1997,401631
"new.row.13713","27740",1998,420548
"new.row.13714","27740",1999,451180
"new.row.13715","27740",2000,491261
"new.row.13716","27740",2001,493898
"new.row.13717","27740",2002,511478
"new.row.13718","27740",2003,554412
"new.row.13719","27740",2004,608517
"new.row.13720","27740",2005,644209
"new.row.13721","27740",2006,642131
"new.row.13722","27740",2007,675135
"new.row.13723","27740",2008,712111
"new.row.13724","27740",2009,709359
"new.row.13725","27740",2010,701148
"new.row.13726","27740",2011,747692
"new.row.13727","27740",2012,785109
"new.row.13728","28700",1969,59196
"new.row.13729","28700",1970,62415
"new.row.13730","28700",1971,68314
"new.row.13731","28700",1972,79952
"new.row.13732","28700",1973,92004
"new.row.13733","28700",1974,105689
"new.row.13734","28700",1975,124199
"new.row.13735","28700",1976,141025
"new.row.13736","28700",1977,167823
"new.row.13737","28700",1978,196979
"new.row.13738","28700",1979,228083
"new.row.13739","28700",1980,245921
"new.row.13740","28700",1981,282214
"new.row.13741","28700",1982,290110
"new.row.13742","28700",1983,310982
"new.row.13743","28700",1984,329098
"new.row.13744","28700",1985,364290
"new.row.13745","28700",1986,400402
"new.row.13746","28700",1987,422463
"new.row.13747","28700",1988,457874
"new.row.13748","28700",1989,512893
"new.row.13749","28700",1990,557000
"new.row.13750","28700",1991,606624
"new.row.13751","28700",1992,674418
"new.row.13752","28700",1993,704461
"new.row.13753","28700",1994,708950
"new.row.13754","28700",1995,716226
"new.row.13755","28700",1996,741330
"new.row.13756","28700",1997,740530
"new.row.13757","28700",1998,740327
"new.row.13758","28700",1999,775577
"new.row.13759","28700",2000,797026
"new.row.13760","28700",2001,867038
"new.row.13761","28700",2002,892155
"new.row.13762","28700",2003,974896
"new.row.13763","28700",2004,1026324
"new.row.13764","28700",2005,1065478
"new.row.13765","28700",2006,1073562
"new.row.13766","28700",2007,1124322
"new.row.13767","28700",2008,1186934
"new.row.13768","28700",2009,1146205
"new.row.13769","28700",2010,1174906
"new.row.13770","28700",2011,1229678
"new.row.13771","28700",2012,1275263
"new.row.13772","28940",1969,126062
"new.row.13773","28940",1970,139241
"new.row.13774","28940",1971,160259
"new.row.13775","28940",1972,184784
"new.row.13776","28940",1973,209467
"new.row.13777","28940",1974,239461
"new.row.13778","28940",1975,283035
"new.row.13779","28940",1976,327085
"new.row.13780","28940",1977,379619
"new.row.13781","28940",1978,443865
"new.row.13782","28940",1979,508291
"new.row.13783","28940",1980,563835
"new.row.13784","28940",1981,635148
"new.row.13785","28940",1982,689508
"new.row.13786","28940",1983,739692
"new.row.13787","28940",1984,790062
"new.row.13788","28940",1985,848783
"new.row.13789","28940",1986,928303
"new.row.13790","28940",1987,1002301
"new.row.13791","28940",1988,1123284
"new.row.13792","28940",1989,1215209
"new.row.13793","28940",1990,1306123
"new.row.13794","28940",1991,1411006
"new.row.13795","28940",1992,1610712
"new.row.13796","28940",1993,1710918
"new.row.13797","28940",1994,1807354
"new.row.13798","28940",1995,1855032
"new.row.13799","28940",1996,1912915
"new.row.13800","28940",1997,2008751
"new.row.13801","28940",1998,2111852
"new.row.13802","28940",1999,2234612
"new.row.13803","28940",2000,2403929
"new.row.13804","28940",2001,2437796
"new.row.13805","28940",2002,2599223
"new.row.13806","28940",2003,2844497
"new.row.13807","28940",2004,3065484
"new.row.13808","28940",2005,3217344
"new.row.13809","28940",2006,3213687
"new.row.13810","28940",2007,3355333
"new.row.13811","28940",2008,3512385
"new.row.13812","28940",2009,3400765
"new.row.13813","28940",2010,3435696
"new.row.13814","28940",2011,3623297
"new.row.13815","28940",2012,3792653
"new.row.13816","34100",1969,15392
"new.row.13817","34100",1970,16542
"new.row.13818","34100",1971,19623
"new.row.13819","34100",1972,24140
"new.row.13820","34100",1973,27398
"new.row.13821","34100",1974,30484
"new.row.13822","34100",1975,32380
"new.row.13823","34100",1976,37973
"new.row.13824","34100",1977,46386
"new.row.13825","34100",1978,53870
"new.row.13826","34100",1979,60890
"new.row.13827","34100",1980,63118
"new.row.13828","34100",1981,69596
"new.row.13829","34100",1982,74938
"new.row.13830","34100",1983,84759
"new.row.13831","34100",1984,96156
"new.row.13832","34100",1985,100659
"new.row.13833","34100",1986,111197
"new.row.13834","34100",1987,122555
"new.row.13835","34100",1988,134052
"new.row.13836","34100",1989,155752
"new.row.13837","34100",1990,171605
"new.row.13838","34100",1991,182172
"new.row.13839","34100",1992,206461
"new.row.13840","34100",1993,221500
"new.row.13841","34100",1994,227741
"new.row.13842","34100",1995,229311
"new.row.13843","34100",1996,238352
"new.row.13844","34100",1997,251113
"new.row.13845","34100",1998,262141
"new.row.13846","34100",1999,288452
"new.row.13847","34100",2000,314834
"new.row.13848","34100",2001,300081
"new.row.13849","34100",2002,309320
"new.row.13850","34100",2003,340753
"new.row.13851","34100",2004,367131
"new.row.13852","34100",2005,367124
"new.row.13853","34100",2006,354828
"new.row.13854","34100",2007,373377
"new.row.13855","34100",2008,384342
"new.row.13856","34100",2009,354194
"new.row.13857","34100",2010,364204
"new.row.13858","34100",2011,375862
"new.row.13859","34100",2012,401665
"new.row.13860","34980",1969,213317
"new.row.13861","34980",1970,223203
"new.row.13862","34980",1971,250743
"new.row.13863","34980",1972,301011
"new.row.13864","34980",1973,347146
"new.row.13865","34980",1974,394595
"new.row.13866","34980",1975,451867
"new.row.13867","34980",1976,525769
"new.row.13868","34980",1977,624256
"new.row.13869","34980",1978,734558
"new.row.13870","34980",1979,839838
"new.row.13871","34980",1980,917731
"new.row.13872","34980",1981,1041227
"new.row.13873","34980",1982,1109927
"new.row.13874","34980",1983,1244703
"new.row.13875","34980",1984,1411492
"new.row.13876","34980",1985,1595125
"new.row.13877","34980",1986,1819126
"new.row.13878","34980",1987,1960735
"new.row.13879","34980",1988,2119693
"new.row.13880","34980",1989,2329326
"new.row.13881","34980",1990,2506039
"new.row.13882","34980",1991,2732433
"new.row.13883","34980",1992,3152303
"new.row.13884","34980",1993,3390282
"new.row.13885","34980",1994,3637082
"new.row.13886","34980",1995,3776414
"new.row.13887","34980",1996,3920920
"new.row.13888","34980",1997,4234697
"new.row.13889","34980",1998,4508526
"new.row.13890","34980",1999,4825175
"new.row.13891","34980",2000,5245832
"new.row.13892","34980",2001,5530590
"new.row.13893","34980",2002,5787489
"new.row.13894","34980",2003,6286098
"new.row.13895","34980",2004,6801694
"new.row.13896","34980",2005,7242613
"new.row.13897","34980",2006,7399616
"new.row.13898","34980",2007,7794560
"new.row.13899","34980",2008,8185333
"new.row.13900","34980",2009,7835695
"new.row.13901","34980",2010,7877696
"new.row.13902","34980",2011,8256689
"new.row.13903","34980",2012,9056085
"new.row.13904","10180",1969,31889
"new.row.13905","10180",1970,36591
"new.row.13906","10180",1971,41225
"new.row.13907","10180",1972,49146
"new.row.13908","10180",1973,50177
"new.row.13909","10180",1974,60062
"new.row.13910","10180",1975,75469
"new.row.13911","10180",1976,85377
"new.row.13912","10180",1977,94135
"new.row.13913","10180",1978,107150
"new.row.13914","10180",1979,123970
"new.row.13915","10180",1980,144669
"new.row.13916","10180",1981,175175
"new.row.13917","10180",1982,193371
"new.row.13918","10180",1983,207594
"new.row.13919","10180",1984,220843
"new.row.13920","10180",1985,234102
"new.row.13921","10180",1986,238632
"new.row.13922","10180",1987,235281
"new.row.13923","10180",1988,244352
"new.row.13924","10180",1989,256605
"new.row.13925","10180",1990,265470
"new.row.13926","10180",1991,287416
"new.row.13927","10180",1992,300576
"new.row.13928","10180",1993,311678
"new.row.13929","10180",1994,320713
"new.row.13930","10180",1995,331500
"new.row.13931","10180",1996,340844
"new.row.13932","10180",1997,353990
"new.row.13933","10180",1998,365229
"new.row.13934","10180",1999,381825
"new.row.13935","10180",2000,400541
"new.row.13936","10180",2001,390984
"new.row.13937","10180",2002,428587
"new.row.13938","10180",2003,477279
