"","msa.fips","year","wages.and.salaries"
"new.row.4563","31420",2000,3196014
"new.row.4564","31420",2001,3247055
"new.row.4565","31420",2002,3312309
"new.row.4566","31420",2003,3365500
"new.row.4567","31420",2004,3514483
"new.row.4568","31420",2005,3597473
"new.row.4569","31420",2006,3701409
"new.row.4570","31420",2007,3686766
"new.row.4571","31420",2008,3818640
"new.row.4572","31420",2009,3701617
"new.row.4573","31420",2010,3721036
"new.row.4574","31420",2011,3817682
"new.row.4575","31420",2012,3908685
"new.row.4576","40660",1969,166570
"new.row.4577","40660",1970,181920
"new.row.4578","40660",1971,196168
"new.row.4579","40660",1972,219102
"new.row.4580","40660",1973,248529
"new.row.4581","40660",1974,270775
"new.row.4582","40660",1975,268355
"new.row.4583","40660",1976,300739
"new.row.4584","40660",1977,327445
"new.row.4585","40660",1978,355766
"new.row.4586","40660",1979,394316
"new.row.4587","40660",1980,420268
"new.row.4588","40660",1981,448457
"new.row.4589","40660",1982,454378
"new.row.4590","40660",1983,482781
"new.row.4591","40660",1984,522407
"new.row.4592","40660",1985,557876
"new.row.4593","40660",1986,603932
"new.row.4594","40660",1987,661839
"new.row.4595","40660",1988,702096
"new.row.4596","40660",1989,739127
"new.row.4597","40660",1990,792599
"new.row.4598","40660",1991,838618
"new.row.4599","40660",1992,898757
"new.row.4600","40660",1993,928871
"new.row.4601","40660",1994,1001271
"new.row.4602","40660",1995,1010561
"new.row.4603","40660",1996,1064732
"new.row.4604","40660",1997,1088519
"new.row.4605","40660",1998,1118756
"new.row.4606","40660",1999,1182073
"new.row.4607","40660",2000,1220788
"new.row.4608","40660",2001,1293060
"new.row.4609","40660",2002,1334731
"new.row.4610","40660",2003,1382397
"new.row.4611","40660",2004,1474657
"new.row.4612","40660",2005,1409490
"new.row.4613","40660",2006,1496151
"new.row.4614","40660",2007,1505107
"new.row.4615","40660",2008,1539940
"new.row.4616","40660",2009,1490070
"new.row.4617","40660",2010,1508997
"new.row.4618","40660",2011,1521508
"new.row.4619","40660",2012,1556747
"new.row.4620","42340",1969,478034
"new.row.4621","42340",1970,497936
"new.row.4622","42340",1971,513738
"new.row.4623","42340",1972,547855
"new.row.4624","42340",1973,606486
"new.row.4625","42340",1974,661065
"new.row.4626","42340",1975,739456
"new.row.4627","42340",1976,818454
"new.row.4628","42340",1977,895897
"new.row.4629","42340",1978,1013041
"new.row.4630","42340",1979,1097196
"new.row.4631","42340",1980,1218313
"new.row.4632","42340",1981,1359731
"new.row.4633","42340",1982,1470637
"new.row.4634","42340",1983,1547333
"new.row.4635","42340",1984,1696379
"new.row.4636","42340",1985,1837552
"new.row.4637","42340",1986,2029328
"new.row.4638","42340",1987,2172719
"new.row.4639","42340",1988,2300454
"new.row.4640","42340",1989,2456966
"new.row.4641","42340",1990,2684159
"new.row.4642","42340",1991,2682067
"new.row.4643","42340",1992,2842666
"new.row.4644","42340",1993,2969533
"new.row.4645","42340",1994,3155631
"new.row.4646","42340",1995,3332695
"new.row.4647","42340",1996,3553591
"new.row.4648","42340",1997,3722141
"new.row.4649","42340",1998,4026660
"new.row.4650","42340",1999,4243184
"new.row.4651","42340",2000,4442117
"new.row.4652","42340",2001,4607780
"new.row.4653","42340",2002,4702305
"new.row.4654","42340",2003,4935486
"new.row.4655","42340",2004,5279776
"new.row.4656","42340",2005,5655293
"new.row.4657","42340",2006,6164125
"new.row.4658","42340",2007,6582008
"new.row.4659","42340",2008,6749594
"new.row.4660","42340",2009,6557592
"new.row.4661","42340",2010,6583204
"new.row.4662","42340",2011,6788492
"new.row.4663","42340",2012,7032768
"new.row.4664","46660",1969,129243
"new.row.4665","46660",1970,141405
"new.row.4666","46660",1971,154325
"new.row.4667","46660",1972,172379
"new.row.4668","46660",1973,190608
"new.row.4669","46660",1974,206559
"new.row.4670","46660",1975,207855
"new.row.4671","46660",1976,238710
"new.row.4672","46660",1977,263042
"new.row.4673","46660",1978,301343
"new.row.4674","46660",1979,333182
"new.row.4675","46660",1980,355130
"new.row.4676","46660",1981,392946
"new.row.4677","46660",1982,422609
"new.row.4678","46660",1983,452438
"new.row.4679","46660",1984,497642
"new.row.4680","46660",1985,537088
"new.row.4681","46660",1986,566688
"new.row.4682","46660",1987,604268
"new.row.4683","46660",1988,658845
"new.row.4684","46660",1989,711583
"new.row.4685","46660",1990,754810
"new.row.4686","46660",1991,787585
"new.row.4687","46660",1992,835142
"new.row.4688","46660",1993,885572
"new.row.4689","46660",1994,947377
"new.row.4690","46660",1995,1029967
"new.row.4691","46660",1996,1094162
"new.row.4692","46660",1997,1169637
"new.row.4693","46660",1998,1251584
"new.row.4694","46660",1999,1302161
"new.row.4695","46660",2000,1355802
"new.row.4696","46660",2001,1398979
"new.row.4697","46660",2002,1494083
"new.row.4698","46660",2003,1560279
"new.row.4699","46660",2004,1630703
"new.row.4700","46660",2005,1725704
"new.row.4701","46660",2006,1818025
"new.row.4702","46660",2007,1919616
"new.row.4703","46660",2008,2034034
"new.row.4704","46660",2009,1990121
"new.row.4705","46660",2010,2003826
"new.row.4706","46660",2011,2039187
"new.row.4707","46660",2012,2112224
"new.row.4708","47580",1969,287017
"new.row.4709","47580",1970,323237
"new.row.4710","47580",1971,342161
"new.row.4711","47580",1972,361871
"new.row.4712","47580",1973,386542
"new.row.4713","47580",1974,421420
"new.row.4714","47580",1975,447917
"new.row.4715","47580",1976,467819
"new.row.4716","47580",1977,523100
"new.row.4717","47580",1978,556619
"new.row.4718","47580",1979,589017
"new.row.4719","47580",1980,618037
"new.row.4720","47580",1981,703599
"new.row.4721","47580",1982,760873
"new.row.4722","47580",1983,806394
"new.row.4723","47580",1984,855251
"new.row.4724","47580",1985,907660
"new.row.4725","47580",1986,935340
"new.row.4726","47580",1987,964654
"new.row.4727","47580",1988,1017170
"new.row.4728","47580",1989,1091875
"new.row.4729","47580",1990,1148033
"new.row.4730","47580",1991,1170390
"new.row.4731","47580",1992,1253611
"new.row.4732","47580",1993,1301476
"new.row.4733","47580",1994,1344588
"new.row.4734","47580",1995,1441512
"new.row.4735","47580",1996,1574765
"new.row.4736","47580",1997,1615689
"new.row.4737","47580",1998,1710233
"new.row.4738","47580",1999,1817417
"new.row.4739","47580",2000,1966189
"new.row.4740","47580",2001,2071192
"new.row.4741","47580",2002,2249755
"new.row.4742","47580",2003,2374163
"new.row.4743","47580",2004,2491998
"new.row.4744","47580",2005,2671765
"new.row.4745","47580",2006,2848013
"new.row.4746","47580",2007,3019505
"new.row.4747","47580",2008,3111691
"new.row.4748","47580",2009,3157033
"new.row.4749","47580",2010,3238814
"new.row.4750","47580",2011,3306547
"new.row.4751","47580",2012,3338802
"new.row.4752","27980",1969,108177
"new.row.4753","27980",1970,122895
"new.row.4754","27980",1971,130855
