"","msa.fips","year","contributions.for.government.social.insurance"
"new.row.15493","15540",1982,147354
"new.row.15494","15540",1983,163393
"new.row.15495","15540",1984,186031
"new.row.15496","15540",1985,209699
"new.row.15497","15540",1986,228907
"new.row.15498","15540",1987,247883
"new.row.15499","15540",1988,284100
"new.row.15500","15540",1989,309473
"new.row.15501","15540",1990,346099
"new.row.15502","15540",1991,357372
"new.row.15503","15540",1992,373108
"new.row.15504","15540",1993,394254
"new.row.15505","15540",1994,409133
"new.row.15506","15540",1995,434510
"new.row.15507","15540",1996,460097
"new.row.15508","15540",1997,480695
"new.row.15509","15540",1998,513747
"new.row.15510","15540",1999,552694
"new.row.15511","15540",2000,595655
"new.row.15512","15540",2001,635150
"new.row.15513","15540",2002,640202
"new.row.15514","15540",2003,664570
"new.row.15515","15540",2004,698682
"new.row.15516","15540",2005,728610
"new.row.15517","15540",2006,764226
"new.row.15518","15540",2007,804684
"new.row.15519","15540",2008,833324
"new.row.15520","15540",2009,833804
"new.row.15521","15540",2010,855933
"new.row.15522","15540",2011,802932
"new.row.15523","15540",2012,844936
"new.row.15524","15540",2013,982264
"new.row.15525","13980",1969,19526
"new.row.15526","13980",1970,18674
"new.row.15527","13980",1971,20368
"new.row.15528","13980",1972,24187
"new.row.15529","13980",1973,31566
"new.row.15530","13980",1974,35812
"new.row.15531","13980",1975,36957
"new.row.15532","13980",1976,41894
"new.row.15533","13980",1977,47710
"new.row.15534","13980",1978,55965
"new.row.15535","13980",1979,64393
"new.row.15536","13980",1980,70302
"new.row.15537","13980",1981,81279
"new.row.15538","13980",1982,87722
"new.row.15539","13980",1983,98504
"new.row.15540","13980",1984,115917
"new.row.15541","13980",1985,126974
"new.row.15542","13980",1986,139607
"new.row.15543","13980",1987,149787
"new.row.15544","13980",1988,168841
"new.row.15545","13980",1989,177757
"new.row.15546","13980",1990,183292
"new.row.15547","13980",1991,183661
"new.row.15548","13980",1992,192717
"new.row.15549","13980",1993,200436
"new.row.15550","13980",1994,211220
"new.row.15551","13980",1995,217256
"new.row.15552","13980",1996,221187
"new.row.15553","13980",1997,235846
"new.row.15554","13980",1998,245364
"new.row.15555","13980",1999,265461
"new.row.15556","13980",2000,274518
"new.row.15557","13980",2001,295085
"new.row.15558","13980",2002,308514
"new.row.15559","13980",2003,321544
"new.row.15560","13980",2004,342013
"new.row.15561","13980",2005,367483
"new.row.15562","13980",2006,390801
"new.row.15563","13980",2007,404046
"new.row.15564","13980",2008,408929
"new.row.15565","13980",2009,401490
"new.row.15566","13980",2010,404618
"new.row.15567","13980",2011,376483
"new.row.15568","13980",2012,394890
"new.row.15569","13980",2013,451000
"new.row.15570","16820",1969,17667
"new.row.15571","16820",1970,19212
"new.row.15572","16820",1971,21688
"new.row.15573","16820",1972,25221
"new.row.15574","16820",1973,32841
"new.row.15575","16820",1974,37815
"new.row.15576","16820",1975,39984
"new.row.15577","16820",1976,44944
"new.row.15578","16820",1977,50026
"new.row.15579","16820",1978,58754
"new.row.15580","16820",1979,70191
"new.row.15581","16820",1980,79955
"new.row.15582","16820",1981,93685
"new.row.15583","16820",1982,102224
"new.row.15584","16820",1983,116121
"new.row.15585","16820",1984,132138
"new.row.15586","16820",1985,146738
"new.row.15587","16820",1986,165238
"new.row.15588","16820",1987,178297
"new.row.15589","16820",1988,206941
"new.row.15590","16820",1989,223853
"new.row.15591","16820",1990,240888
"new.row.15592","16820",1991,253536
"new.row.15593","16820",1992,267840
"new.row.15594","16820",1993,284848
"new.row.15595","16820",1994,299973
"new.row.15596","16820",1995,311426
"new.row.15597","16820",1996,329988
"new.row.15598","16820",1997,352469
"new.row.15599","16820",1998,382172
"new.row.15600","16820",1999,405899
"new.row.15601","16820",2000,435802
"new.row.15602","16820",2001,463993
"new.row.15603","16820",2002,485379
"new.row.15604","16820",2003,504860
"new.row.15605","16820",2004,545130
"new.row.15606","16820",2005,592502
"new.row.15607","16820",2006,632717
"new.row.15608","16820",2007,671051
"new.row.15609","16820",2008,694908
"new.row.15610","16820",2009,696343
"new.row.15611","16820",2010,716759
"new.row.15612","16820",2011,663120
"new.row.15613","16820",2012,690918
"new.row.15614","16820",2013,806491
"new.row.15615","25500",1969,9240
"new.row.15616","25500",1970,10339
"new.row.15617","25500",1971,11932
"new.row.15618","25500",1972,13760
"new.row.15619","25500",1973,18182
"new.row.15620","25500",1974,20082
"new.row.15621","25500",1975,20724
"new.row.15622","25500",1976,24226
"new.row.15623","25500",1977,26990
"new.row.15624","25500",1978,30889
"new.row.15625","25500",1979,36745
"new.row.15626","25500",1980,41118
"new.row.15627","25500",1981,47159
"new.row.15628","25500",1982,52748
"new.row.15629","25500",1983,57810
"new.row.15630","25500",1984,65629
"new.row.15631","25500",1985,72863
"new.row.15632","25500",1986,86474
"new.row.15633","25500",1987,94127
