"","msa.fips","year","total.employment"
"new.row.2734","24300",2003,73781
"new.row.2735","24300",2004,76566
"new.row.2736","24300",2005,79241
"new.row.2737","24300",2006,82327
"new.row.2738","24300",2007,87522
"new.row.2739","24300",2008,91283
"new.row.2740","24300",2009,86151
"new.row.2741","24300",2010,82787
"new.row.2742","24300",2011,83187
"new.row.2743","24300",2012,83845
"new.row.2744","24300",2013,84393
"new.row.2745","24540",1969,32417
"new.row.2746","24540",1970,34611
"new.row.2747","24540",1971,35647
"new.row.2748","24540",1972,39546
"new.row.2749","24540",1973,44129
"new.row.2750","24540",1974,47670
"new.row.2751","24540",1975,47671
"new.row.2752","24540",1976,49788
"new.row.2753","24540",1977,51346
"new.row.2754","24540",1978,52739
"new.row.2755","24540",1979,53520
"new.row.2756","24540",1980,54564
"new.row.2757","24540",1981,55002
"new.row.2758","24540",1982,55718
"new.row.2759","24540",1983,58126
"new.row.2760","24540",1984,59839
"new.row.2761","24540",1985,60864
"new.row.2762","24540",1986,60862
"new.row.2763","24540",1987,61351
"new.row.2764","24540",1988,65219
"new.row.2765","24540",1989,66292
"new.row.2766","24540",1990,66690
"new.row.2767","24540",1991,68491
"new.row.2768","24540",1992,69676
"new.row.2769","24540",1993,73905
"new.row.2770","24540",1994,77289
"new.row.2771","24540",1995,79705
"new.row.2772","24540",1996,82605
"new.row.2773","24540",1997,86239
"new.row.2774","24540",1998,89433
"new.row.2775","24540",1999,92186
"new.row.2776","24540",2000,95936
"new.row.2777","24540",2001,100768
"new.row.2778","24540",2002,102079
"new.row.2779","24540",2003,103418
"new.row.2780","24540",2004,106490
"new.row.2781","24540",2005,109735
"new.row.2782","24540",2006,113903
"new.row.2783","24540",2007,117978
"new.row.2784","24540",2008,120797
"new.row.2785","24540",2009,117189
"new.row.2786","24540",2010,116237
"new.row.2787","24540",2011,120772
"new.row.2788","24540",2012,124004
"new.row.2789","24540",2013,129760
"new.row.2790","39380",1969,45397
"new.row.2791","39380",1970,46458
"new.row.2792","39380",1971,46902
"new.row.2793","39380",1972,49018
"new.row.2794","39380",1973,51840
"new.row.2795","39380",1974,52526
"new.row.2796","39380",1975,51414
"new.row.2797","39380",1976,52192
"new.row.2798","39380",1977,51961
"new.row.2799","39380",1978,53178
"new.row.2800","39380",1979,54608
"new.row.2801","39380",1980,53070
"new.row.2802","39380",1981,51665
"new.row.2803","39380",1982,49099
"new.row.2804","39380",1983,47022
"new.row.2805","39380",1984,47903
"new.row.2806","39380",1985,48921
"new.row.2807","39380",1986,49175
"new.row.2808","39380",1987,48884
"new.row.2809","39380",1988,51235
"new.row.2810","39380",1989,52619
"new.row.2811","39380",1990,55119
"new.row.2812","39380",1991,54874
"new.row.2813","39380",1992,55461
"new.row.2814","39380",1993,56530
"new.row.2815","39380",1994,59435
"new.row.2816","39380",1995,61533
"new.row.2817","39380",1996,64066
"new.row.2818","39380",1997,66762
"new.row.2819","39380",1998,69455
"new.row.2820","39380",1999,70098
"new.row.2821","39380",2000,70915
"new.row.2822","39380",2001,71304
"new.row.2823","39380",2002,70974
"new.row.2824","39380",2003,71005
"new.row.2825","39380",2004,71142
"new.row.2826","39380",2005,72211
"new.row.2827","39380",2006,73599
"new.row.2828","39380",2007,76039
"new.row.2829","39380",2008,76505
"new.row.2830","39380",2009,75209
"new.row.2831","39380",2010,74631
"new.row.2832","39380",2011,75365
"new.row.2833","39380",2012,75226
"new.row.2834","39380",2013,75539
"new.row.2835","14860",1969,366672
"new.row.2836","14860",1970,366252
"new.row.2837","14860",1971,358267
"new.row.2838","14860",1972,364054
"new.row.2839","14860",1973,379191
"new.row.2840","14860",1974,383909
"new.row.2841","14860",1975,374936
"new.row.2842","14860",1976,385892
"new.row.2843","14860",1977,403360
"new.row.2844","14860",1978,425460
"new.row.2845","14860",1979,442700
"new.row.2846","14860",1980,455859
"new.row.2847","14860",1981,470540
"new.row.2848","14860",1982,474803
"new.row.2849","14860",1983,476184
"new.row.2850","14860",1984,495194
"new.row.2851","14860",1985,509468
"new.row.2852","14860",1986,519808
"new.row.2853","14860",1987,525397
"new.row.2854","14860",1988,537634
"new.row.2855","14860",1989,532086
"new.row.2856","14860",1990,521951
"new.row.2857","14860",1991,503321
"new.row.2858","14860",1992,501927
"new.row.2859","14860",1993,512679
"new.row.2860","14860",1994,508287
"new.row.2861","14860",1995,518746
"new.row.2862","14860",1996,528175
"new.row.2863","14860",1997,537529
"new.row.2864","14860",1998,550327
"new.row.2865","14860",1999,561741
"new.row.2866","14860",2000,575098
"new.row.2867","14860",2001,572844
"new.row.2868","14860",2002,569579
"new.row.2869","14860",2003,570077
"new.row.2870","14860",2004,577370
"new.row.2871","14860",2005,585367
"new.row.2872","14860",2006,596312
"new.row.2873","14860",2007,616085
"new.row.2874","14860",2008,616780
"new.row.2875","14860",2009,603664
"new.row.2876","14860",2010,597955
"new.row.2877","14860",2011,615365
"new.row.2878","14860",2012,621443
"new.row.2879","14860",2013,629965
"new.row.2880","25540",1969,514100
"new.row.2881","25540",1970,515814
"new.row.2882","25540",1971,504925
"new.row.2883","25540",1972,514795
"new.row.2884","25540",1973,538925
"new.row.2885","25540",1974,551581
"new.row.2886","25540",1975,539442
"new.row.2887","25540",1976,544412
"new.row.2888","25540",1977,560291
"new.row.2889","25540",1978,589554
"new.row.2890","25540",1979,614832
"new.row.2891","25540",1980,629793
"new.row.2892","25540",1981,632664
"new.row.2893","25540",1982,629064
"new.row.2894","25540",1983,636326
"new.row.2895","25540",1984,666698
"new.row.2896","25540",1985,692320
"new.row.2897","25540",1986,723469
"new.row.2898","25540",1987,745697
"new.row.2899","25540",1988,767174
"new.row.2900","25540",1989,766227
"new.row.2901","25540",1990,758360
"new.row.2902","25540",1991,724845
"new.row.2903","25540",1992,709988
"new.row.2904","25540",1993,710405
"new.row.2905","25540",1994,698042
"new.row.2906","25540",1995,708359
"new.row.2907","25540",1996,715650
"new.row.2908","25540",1997,722220
"new.row.2909","25540",1998,732477
"new.row.2910","25540",1999,744548
"new.row.2911","25540",2000,759681
"new.row.2912","25540",2001,762575
"new.row.2913","25540",2002,756035
"new.row.2914","25540",2003,752038
"new.row.2915","25540",2004,760070
"new.row.2916","25540",2005,772534
"new.row.2917","25540",2006,784941
"new.row.2918","25540",2007,799997
"new.row.2919","25540",2008,807223
"new.row.2920","25540",2009,786054
"new.row.2921","25540",2010,774095
"new.row.2922","25540",2011,785685
"new.row.2923","25540",2012,790695
"new.row.2924","25540",2013,798471
"new.row.2925","35300",1969,343746
"new.row.2926","35300",1970,341697
"new.row.2927","35300",1971,335504
"new.row.2928","35300",1972,342677
"new.row.2929","35300",1973,357175
"new.row.2930","35300",1974,364298
"new.row.2931","35300",1975,349425
"new.row.2932","35300",1976,351258
"new.row.2933","35300",1977,361753
"new.row.2934","35300",1978,374218
"new.row.2935","35300",1979,385300
"new.row.2936","35300",1980,386193
"new.row.2937","35300",1981,385348
"new.row.2938","35300",1982,381104
"new.row.2939","35300",1983,385388
"new.row.2940","35300",1984,406456
"new.row.2941","35300",1985,416819
"new.row.2942","35300",1986,428205
"new.row.2943","35300",1987,441230
"new.row.2944","35300",1988,455617
"new.row.2945","35300",1989,453175
"new.row.2946","35300",1990,445131
"new.row.2947","35300",1991,426841
"new.row.2948","35300",1992,424565
"new.row.2949","35300",1993,429976
"new.row.2950","35300",1994,425475
"new.row.2951","35300",1995,432879
"new.row.2952","35300",1996,442172
"new.row.2953","35300",1997,446766
"new.row.2954","35300",1998,454473
"new.row.2955","35300",1999,459758
"new.row.2956","35300",2000,468887
"new.row.2957","35300",2001,471244
"new.row.2958","35300",2002,472129
"new.row.2959","35300",2003,469696
"new.row.2960","35300",2004,479040
"new.row.2961","35300",2005,482559
"new.row.2962","35300",2006,488643
"new.row.2963","35300",2007,495676
"new.row.2964","35300",2008,496216
"new.row.2965","35300",2009,483263
"new.row.2966","35300",2010,475669
"new.row.2967","35300",2011,481278
"new.row.2968","35300",2012,485913
"new.row.2969","35300",2013,490147
"new.row.2970","35980",1969,101746
"new.row.2971","35980",1970,102499
"new.row.2972","35980",1971,103331
"new.row.2973","35980",1972,104979
"new.row.2974","35980",1973,109925
"new.row.2975","35980",1974,115819
"new.row.2976","35980",1975,112930
"new.row.2977","35980",1976,116012
"new.row.2978","35980",1977,122050
"new.row.2979","35980",1978,121499
"new.row.2980","35980",1979,123476
"new.row.2981","35980",1980,126114
"new.row.2982","35980",1981,129103
"new.row.2983","35980",1982,131160
"new.row.2984","35980",1983,135782
"new.row.2985","35980",1984,140610
"new.row.2986","35980",1985,143521
"new.row.2987","35980",1986,144825
"new.row.2988","35980",1987,149270
"new.row.2989","35980",1988,151325
"new.row.2990","35980",1989,152415
"new.row.2991","35980",1990,149439
"new.row.2992","35980",1991,143950
"new.row.2993","35980",1992,141923
"new.row.2994","35980",1993,143783
"new.row.2995","35980",1994,145989
"new.row.2996","35980",1995,151338
"new.row.2997","35980",1996,153594
"new.row.2998","35980",1997,157056
"new.row.2999","35980",1998,157045
"new.row.3000","35980",1999,158687
"new.row.3001","35980",2000,161570
"new.row.3002","35980",2001,163089
"new.row.3003","35980",2002,166746
"new.row.3004","35980",2003,167983
"new.row.3005","35980",2004,168495
"new.row.3006","35980",2005,171278
"new.row.3007","35980",2006,171902
"new.row.3008","35980",2007,173474
"new.row.3009","35980",2008,175872
"new.row.3010","35980",2009,170830
"new.row.3011","35980",2010,167776
"new.row.3012","35980",2011,167075
"new.row.3013","35980",2012,165960
"new.row.3014","35980",2013,165489
"new.row.3015","49340",1969,304846
"new.row.3016","49340",1970,303453
"new.row.3017","49340",1971,299766
"new.row.3018","49340",1972,305815
"new.row.3019","49340",1973,320736
"new.row.3020","49340",1974,323556
"new.row.3021","49340",1975,309349
"new.row.3022","49340",1976,317500
"new.row.3023","49340",1977,324246
"new.row.3024","49340",1978,337775
"new.row.3025","49340",1979,348159
"new.row.3026","49340",1980,348593
"new.row.3027","49340",1981,347686
"new.row.3028","49340",1982,341024
"new.row.3029","49340",1983,343763
"new.row.3030","49340",1984,361994
"new.row.3031","49340",1985,374819
"new.row.3032","49340",1986,390359
"new.row.3033","49340",1987,397657
"new.row.3034","49340",1988,413617
"new.row.3035","49340",1989,410592
"new.row.3036","49340",1990,400251
"new.row.3037","49340",1991,382147
"new.row.3038","49340",1992,391834
"new.row.3039","49340",1993,401887
"new.row.3040","49340",1994,411296
"new.row.3041","49340",1995,415200
"new.row.3042","49340",1996,420409
"new.row.3043","49340",1997,429799
"new.row.3044","49340",1998,438114
"new.row.3045","49340",1999,442867
"new.row.3046","49340",2000,454683
"new.row.3047","49340",2001,456983
"new.row.3048","49340",2002,454984
"new.row.3049","49340",2003,456270
"new.row.3050","49340",2004,461481
"new.row.3051","49340",2005,465550
"new.row.3052","49340",2006,471325
"new.row.3053","49340",2007,478388
"new.row.3054","49340",2008,478027
"new.row.3055","49340",2009,465935
"new.row.3056","49340",2010,462253
"new.row.3057","49340",2011,469387
"new.row.3058","49340",2012,470838
"new.row.3059","49340",2013,482644
"new.row.3060","20100",1969,42500
"new.row.3061","20100",1970,42223
"new.row.3062","20100",1971,43110
"new.row.3063","20100",1972,45268
"new.row.3064","20100",1973,46076
"new.row.3065","20100",1974,45692
"new.row.3066","20100",1975,44751
"new.row.3067","20100",1976,44883
"new.row.3068","20100",1977,45851
"new.row.3069","20100",1978,45902
"new.row.3070","20100",1979,46424
"new.row.3071","20100",1980,46321
"new.row.3072","20100",1981,46451
"new.row.3073","20100",1982,47096
"new.row.3074","20100",1983,47036
"new.row.3075","20100",1984,48525
"new.row.3076","20100",1985,51069
"new.row.3077","20100",1986,52893
"new.row.3078","20100",1987,54198
"new.row.3079","20100",1988,55677
"new.row.3080","20100",1989,57099
"new.row.3081","20100",1990,58224
"new.row.3082","20100",1991,59918
"new.row.3083","20100",1992,61604
"new.row.3084","20100",1993,62713
"new.row.3085","20100",1994,63944
"new.row.3086","20100",1995,65999
"new.row.3087","20100",1996,67066
"new.row.3088","20100",1997,66499
"new.row.3089","20100",1998,67720
"new.row.3090","20100",1999,69932
"new.row.3091","20100",2000,71384
"new.row.3092","20100",2001,73820
"new.row.3093","20100",2002,75439
"new.row.3094","20100",2003,77003
"new.row.3095","20100",2004,79893
"new.row.3096","20100",2005,83267
"new.row.3097","20100",2006,84479
"new.row.3098","20100",2007,86461
"new.row.3099","20100",2008,86540
"new.row.3100","20100",2009,83611
"new.row.3101","20100",2010,84292
"new.row.3102","20100",2011,86581
"new.row.3103","20100",2012,87564
"new.row.3104","20100",2013,89893
"new.row.3105","37980",1969,2440607
"new.row.3106","37980",1970,2424294
"new.row.3107","37980",1971,2392220
"new.row.3108","37980",1972,2424493
"new.row.3109","37980",1973,2467445
"new.row.3110","37980",1974,2453221
"new.row.3111","37980",1975,2376788
"new.row.3112","37980",1976,2398310
"new.row.3113","37980",1977,2415937
"new.row.3114","37980",1978,2480533
"new.row.3115","37980",1979,2531977
"new.row.3116","37980",1980,2533311
"new.row.3117","37980",1981,2530893
"new.row.3118","37980",1982,2524306
"new.row.3119","37980",1983,2558593
"new.row.3120","37980",1984,2645844
"new.row.3121","37980",1985,2722101
"new.row.3122","37980",1986,2785227
"new.row.3123","37980",1987,2876967
"new.row.3124","37980",1988,2951624
"new.row.3125","37980",1989,2987983
"new.row.3126","37980",1990,2986306
"new.row.3127","37980",1991,2912895
"new.row.3128","37980",1992,2891738
"new.row.3129","37980",1993,2910168
"new.row.3130","37980",1994,2922050
"new.row.3131","37980",1995,2963541
"new.row.3132","37980",1996,2998593
"new.row.3133","37980",1997,3061561
"new.row.3134","37980",1998,3126541
"new.row.3135","37980",1999,3175279
"new.row.3136","37980",2000,3244168
"new.row.3137","37980",2001,3257877
"new.row.3138","37980",2002,3254913
"new.row.3139","37980",2003,3265967
"new.row.3140","37980",2004,3308038
"new.row.3141","37980",2005,3368213
"new.row.3142","37980",2006,3418977
"new.row.3143","37980",2007,3471278
"new.row.3144","37980",2008,3489672
"new.row.3145","37980",2009,3407488
"new.row.3146","37980",2010,3390696
"new.row.3147","37980",2011,3433924
"new.row.3148","37980",2012,3460803
"new.row.3149","37980",2013,3502952
"new.row.3150","41540",1969,89415
"new.row.3151","41540",1970,92457
"new.row.3152","41540",1971,94642
"new.row.3153","41540",1972,99270
"new.row.3154","41540",1973,102800
"new.row.3155","41540",1974,101927
"new.row.3156","41540",1975,99153
"new.row.3157","41540",1976,100183
"new.row.3158","41540",1977,101923
"new.row.3159","41540",1978,107617
"new.row.3160","41540",1979,108124
"new.row.3161","41540",1980,106381
"new.row.3162","41540",1981,107068
"new.row.3163","41540",1982,108398
"new.row.3164","41540",1983,116348
"new.row.3165","41540",1984,121778
"new.row.3166","41540",1985,127936
"new.row.3167","41540",1986,132093
"new.row.3168","41540",1987,137270
"new.row.3169","41540",1988,141970
"new.row.3170","41540",1989,143143
"new.row.3171","41540",1990,146525
"new.row.3172","41540",1991,145358
"new.row.3173","41540",1992,145227
"new.row.3174","41540",1993,147101
"new.row.3175","41540",1994,150301
"new.row.3176","41540",1995,157221
"new.row.3177","41540",1996,160039
"new.row.3178","41540",1997,164110
"new.row.3179","41540",1998,166882
"new.row.3180","41540",1999,170842
"new.row.3181","41540",2000,175958
"new.row.3182","41540",2001,177298
"new.row.3183","41540",2002,180843
"new.row.3184","41540",2003,182802
"new.row.3185","41540",2004,190148
"new.row.3186","41540",2005,196034
"new.row.3187","41540",2006,201796
"new.row.3188","41540",2007,204689
"new.row.3189","41540",2008,202138
"new.row.3190","41540",2009,196556
"new.row.3191","41540",2010,194741
"new.row.3192","41540",2011,194163
"new.row.3193","41540",2012,196876
"new.row.3194","41540",2013,199425
"new.row.3195","47900",1969,1603227
"new.row.3196","47900",1970,1635996
"new.row.3197","47900",1971,1676874
"new.row.3198","47900",1972,1728072
"new.row.3199","47900",1973,1785895
"new.row.3200","47900",1974,1820202
"new.row.3201","47900",1975,1837675
"new.row.3202","47900",1976,1868791
"new.row.3203","47900",1977,1919713
"new.row.3204","47900",1978,2000343
"new.row.3205","47900",1979,2061280
"new.row.3206","47900",1980,2096829
"new.row.3207","47900",1981,2118775
"new.row.3208","47900",1982,2120432
"new.row.3209","47900",1983,2185742
