"","msa.fips","year","average.earnings.per.job"
"new.row.15846","44060",1975,10580
"new.row.15847","44060",1976,11390
"new.row.15848","44060",1977,12189
"new.row.15849","44060",1978,13279
"new.row.15850","44060",1979,14506
"new.row.15851","44060",1980,15550
"new.row.15852","44060",1981,16885
"new.row.15853","44060",1982,17332
"new.row.15854","44060",1983,18111
"new.row.15855","44060",1984,18633
"new.row.15856","44060",1985,18829
"new.row.15857","44060",1986,19357
"new.row.15858","44060",1987,19654
"new.row.15859","44060",1988,20557
"new.row.15860","44060",1989,21452
"new.row.15861","44060",1990,22705
"new.row.15862","44060",1991,23918
"new.row.15863","44060",1992,25589
"new.row.15864","44060",1993,26884
"new.row.15865","44060",1994,27003
"new.row.15866","44060",1995,27512
"new.row.15867","44060",1996,28252
"new.row.15868","44060",1997,29383
"new.row.15869","44060",1998,31239
"new.row.15870","44060",1999,32623
"new.row.15871","44060",2000,34433
"new.row.15872","44060",2001,34514
"new.row.15873","44060",2002,35396
"new.row.15874","44060",2003,36242
"new.row.15875","44060",2004,37598
"new.row.15876","44060",2005,38696
"new.row.15877","44060",2006,39858
"new.row.15878","44060",2007,40677
"new.row.15879","44060",2008,41613
"new.row.15880","44060",2009,42098
"new.row.15881","44060",2010,43617
"new.row.15882","44060",2011,44796
"new.row.15883","44060",2012,45827
"new.row.15884","47460",1969,6407
"new.row.15885","47460",1970,6806
"new.row.15886","47460",1971,7079
"new.row.15887","47460",1972,8136
"new.row.15888","47460",1973,9756
"new.row.15889","47460",1974,9718
"new.row.15890","47460",1975,10341
"new.row.15891","47460",1976,10784
"new.row.15892","47460",1977,11365
"new.row.15893","47460",1978,12811
"new.row.15894","47460",1979,13999
"new.row.15895","47460",1980,15694
"new.row.15896","47460",1981,16201
"new.row.15897","47460",1982,16237
"new.row.15898","47460",1983,18130
"new.row.15899","47460",1984,18354
"new.row.15900","47460",1985,17748
"new.row.15901","47460",1986,18700
"new.row.15902","47460",1987,19128
"new.row.15903","47460",1988,19871
"new.row.15904","47460",1989,20485
"new.row.15905","47460",1990,21291
"new.row.15906","47460",1991,22397
"new.row.15907","47460",1992,23911
"new.row.15908","47460",1993,25467
"new.row.15909","47460",1994,25141
"new.row.15910","47460",1995,25359
"new.row.15911","47460",1996,27773
"new.row.15912","47460",1997,26967
"new.row.15913","47460",1998,28928
"new.row.15914","47460",1999,29798
"new.row.15915","47460",2000,32459
"new.row.15916","47460",2001,33153
"new.row.15917","47460",2002,32774
"new.row.15918","47460",2003,34763
"new.row.15919","47460",2004,35690
"new.row.15920","47460",2005,35942
"new.row.15921","47460",2006,37488
"new.row.15922","47460",2007,39515
"new.row.15923","47460",2008,42274
"new.row.15924","47460",2009,41496
"new.row.15925","47460",2010,43161
"new.row.15926","47460",2011,44885
"new.row.15927","47460",2012,43900
"new.row.15928","48300",1969,6358
"new.row.15929","48300",1970,6209
"new.row.15930","48300",1971,7310
"new.row.15931","48300",1972,7730
"new.row.15932","48300",1973,8666
"new.row.15933","48300",1974,9247
"new.row.15934","48300",1975,10134
"new.row.15935","48300",1976,10246
"new.row.15936","48300",1977,11328
"new.row.15937","48300",1978,12145
"new.row.15938","48300",1979,12345
"new.row.15939","48300",1980,13110
"new.row.15940","48300",1981,13447
"new.row.15941","48300",1982,13873
"new.row.15942","48300",1983,14518
"new.row.15943","48300",1984,15403
"new.row.15944","48300",1985,15592
"new.row.15945","48300",1986,17036
"new.row.15946","48300",1987,18236
"new.row.15947","48300",1988,17418
"new.row.15948","48300",1989,18628
"new.row.15949","48300",1990,18855
"new.row.15950","48300",1991,21189
"new.row.15951","48300",1992,23668
"new.row.15952","48300",1993,24408
"new.row.15953","48300",1994,23894
"new.row.15954","48300",1995,24038
"new.row.15955","48300",1996,25836
"new.row.15956","48300",1997,26378
"new.row.15957","48300",1998,27859
"new.row.15958","48300",1999,28104
"new.row.15959","48300",2000,29201
"new.row.15960","48300",2001,30214
"new.row.15961","48300",2002,31372
"new.row.15962","48300",2003,33209
"new.row.15963","48300",2004,34188
"new.row.15964","48300",2005,33918
"new.row.15965","48300",2006,34872
"new.row.15966","48300",2007,35331
"new.row.15967","48300",2008,36961
"new.row.15968","48300",2009,35967
"new.row.15969","48300",2010,37010
"new.row.15970","48300",2011,38564
"new.row.15971","48300",2012,38786
"new.row.15972","49420",1969,5989
"new.row.15973","49420",1970,5904
"new.row.15974","49420",1971,6725
"new.row.15975","49420",1972,7277
"new.row.15976","49420",1973,8222
"new.row.15977","49420",1974,9127
"new.row.15978","49420",1975,9892
"new.row.15979","49420",1976,9724
"new.row.15980","49420",1977,10402
"new.row.15981","49420",1978,12035
"new.row.15982","49420",1979,12604
"new.row.15983","49420",1980,13201
"new.row.15984","49420",1981,14091
"new.row.15985","49420",1982,14642
"new.row.15986","49420",1983,15070
"new.row.15987","49420",1984,16332
"new.row.15988","49420",1985,16271
"new.row.15989","49420",1986,17452
"new.row.15990","49420",1987,17532
"new.row.15991","49420",1988,17488
"new.row.15992","49420",1989,18805
"new.row.15993","49420",1990,19768
"new.row.15994","49420",1991,22119
"new.row.15995","49420",1992,24048
"new.row.15996","49420",1993,24918
"new.row.15997","49420",1994,24867
"new.row.15998","49420",1995,25030
"new.row.15999","49420",1996,26106
"new.row.16000","49420",1997,26505
"new.row.16001","49420",1998,28846
"new.row.16002","49420",1999,29003
"new.row.16003","49420",2000,30614
"new.row.16004","49420",2001,31262
"new.row.16005","49420",2002,32454
"new.row.16006","49420",2003,33851
"new.row.16007","49420",2004,36227
"new.row.16008","49420",2005,36513
"new.row.16009","49420",2006,37034
"new.row.16010","49420",2007,38895
"new.row.16011","49420",2008,40425
"new.row.16012","49420",2009,39374
"new.row.16013","49420",2010,41775
"new.row.16014","49420",2011,43766
"new.row.16015","49420",2012,43982
"new.row.16016","13220",1969,6530
"new.row.16017","13220",1970,7264
"new.row.16018","13220",1971,7647
"new.row.16019","13220",1972,8255
"new.row.16020","13220",1973,8629
"new.row.16021","13220",1974,9346
"new.row.16022","13220",1975,10440
"new.row.16023","13220",1976,11801
"new.row.16024","13220",1977,12803
"new.row.16025","13220",1978,13951
"new.row.16026","13220",1979,14847
"new.row.16027","13220",1980,15746
"new.row.16028","13220",1981,17086
"new.row.16029","13220",1982,17939
"new.row.16030","13220",1983,18037
"new.row.16031","13220",1984,19521
"new.row.16032","13220",1985,20305
"new.row.16033","13220",1986,20703
"new.row.16034","13220",1987,21264
"new.row.16035","13220",1988,21942
"new.row.16036","13220",1989,22131
"new.row.16037","13220",1990,22742
"new.row.16038","13220",1991,23559
"new.row.16039","13220",1992,24347
"new.row.16040","13220",1993,25120
"new.row.16041","13220",1994,25564
"new.row.16042","13220",1995,26169
"new.row.16043","13220",1996,26632
"new.row.16044","13220",1997,27165
"new.row.16045","13220",1998,27581
"new.row.16046","13220",1999,28370
"new.row.16047","13220",2000,29313
"new.row.16048","13220",2001,30775
"new.row.16049","13220",2002,31727
"new.row.16050","13220",2003,32434
"new.row.16051","13220",2004,33997
"new.row.16052","13220",2005,35667
"new.row.16053","13220",2006,37409
"new.row.16054","13220",2007,37528
"new.row.16055","13220",2008,40312
"new.row.16056","13220",2009,40678
"new.row.16057","13220",2010,42856
"new.row.16058","13220",2011,45862
"new.row.16059","13220",2012,46670
"new.row.16060","16620",1969,7160
"new.row.16061","16620",1970,7753
"new.row.16062","16620",1971,8238
"new.row.16063","16620",1972,8891
"new.row.16064","16620",1973,9515
"new.row.16065","16620",1974,10282
"new.row.16066","16620",1975,11312
"new.row.16067","16620",1976,12326
"new.row.16068","16620",1977,13462
"new.row.16069","16620",1978,14550
"new.row.16070","16620",1979,15980
"new.row.16071","16620",1980,17370
"new.row.16072","16620",1981,19101
"new.row.16073","16620",1982,20685
"new.row.16074","16620",1983,21139
"new.row.16075","16620",1984,22298
"new.row.16076","16620",1985,23243
"new.row.16077","16620",1986,23556
"new.row.16078","16620",1987,23766
"new.row.16079","16620",1988,25252
"new.row.16080","16620",1989,26125
"new.row.16081","16620",1990,27311
"new.row.16082","16620",1991,28486
"new.row.16083","16620",1992,29750
"new.row.16084","16620",1993,30419
"new.row.16085","16620",1994,31292
"new.row.16086","16620",1995,31919
"new.row.16087","16620",1996,32711
"new.row.16088","16620",1997,33460
"new.row.16089","16620",1998,34815
"new.row.16090","16620",1999,35841
"new.row.16091","16620",2000,37398
"new.row.16092","16620",2001,39275
"new.row.16093","16620",2002,40103
"new.row.16094","16620",2003,41119
"new.row.16095","16620",2004,43022
"new.row.16096","16620",2005,45197
"new.row.16097","16620",2006,47750
"new.row.16098","16620",2007,47482
"new.row.16099","16620",2008,50915
"new.row.16100","16620",2009,50289
"new.row.16101","16620",2010,51058
"new.row.16102","16620",2011,54541
"new.row.16103","16620",2012,55456
"new.row.16104","34060",1969,5636
"new.row.16105","34060",1970,6243
"new.row.16106","34060",1971,6757
"new.row.16107","34060",1972,7365
"new.row.16108","34060",1973,7746
"new.row.16109","34060",1974,8434
"new.row.16110","34060",1975,9243
"new.row.16111","34060",1976,10007
"new.row.16112","34060",1977,10999
"new.row.16113","34060",1978,11979
"new.row.16114","34060",1979,13087
"new.row.16115","34060",1980,14252
"new.row.16116","34060",1981,15738
"new.row.16117","34060",1982,17178
"new.row.16118","34060",1983,17781
"new.row.16119","34060",1984,18989
"new.row.16120","34060",1985,19432
"new.row.16121","34060",1986,19446
"new.row.16122","34060",1987,20039
"new.row.16123","34060",1988,21790
"new.row.16124","34060",1989,22076
"new.row.16125","34060",1990,22874
"new.row.16126","34060",1991,23655
"new.row.16127","34060",1992,24673
"new.row.16128","34060",1993,25235
"new.row.16129","34060",1994,25880
"new.row.16130","34060",1995,25738
"new.row.16131","34060",1996,26116
"new.row.16132","34060",1997,26490
"new.row.16133","34060",1998,27501
"new.row.16134","34060",1999,28787
"new.row.16135","34060",2000,31111
"new.row.16136","34060",2001,33497
"new.row.16137","34060",2002,34793
"new.row.16138","34060",2003,36210
"new.row.16139","34060",2004,37266
"new.row.16140","34060",2005,38793
"new.row.16141","34060",2006,41090
"new.row.16142","34060",2007,40790
"new.row.16143","34060",2008,43457
"new.row.16144","34060",2009,45096
"new.row.16145","34060",2010,47278
"new.row.16146","34060",2011,49015
"new.row.16147","34060",2012,50017
"new.row.16148","37620",1969,6605
"new.row.16149","37620",1970,7065
"new.row.16150","37620",1971,7361
"new.row.16151","37620",1972,7950
"new.row.16152","37620",1973,8361
"new.row.16153","37620",1974,9131
"new.row.16154","37620",1975,9779
"new.row.16155","37620",1976,10677
"new.row.16156","37620",1977,11679
"new.row.16157","37620",1978,12744
"new.row.16158","37620",1979,13853
"new.row.16159","37620",1980,15143
"new.row.16160","37620",1981,16746
"new.row.16161","37620",1982,17609
"new.row.16162","37620",1983,18398
"new.row.16163","37620",1984,19482
"new.row.16164","37620",1985,20434
"new.row.16165","37620",1986,20970
"new.row.16166","37620",1987,21153
"new.row.16167","37620",1988,23007
"new.row.16168","37620",1989,23212
"new.row.16169","37620",1990,24191
"new.row.16170","37620",1991,25022
"new.row.16171","37620",1992,26363
"new.row.16172","37620",1993,27061
"new.row.16173","37620",1994,27635
"new.row.16174","37620",1995,28114
"new.row.16175","37620",1996,28833
"new.row.16176","37620",1997,29442
"new.row.16177","37620",1998,29928
"new.row.16178","37620",1999,30958
"new.row.16179","37620",2000,32220
"new.row.16180","37620",2001,32807
"new.row.16181","37620",2002,33901
"new.row.16182","37620",2003,34533
"new.row.16183","37620",2004,36087
"new.row.16184","37620",2005,36177
"new.row.16185","37620",2006,37724
"new.row.16186","37620",2007,37743
"new.row.16187","37620",2008,38850
"new.row.16188","37620",2009,38918
"new.row.16189","37620",2010,39589
"new.row.16190","37620",2011,40657
"new.row.16191","37620",2012,42132
"new.row.16192","11540",1969,6651
"new.row.16193","11540",1970,6966
"new.row.16194","11540",1971,7311
"new.row.16195","11540",1972,7841
"new.row.16196","11540",1973,8464
"new.row.16197","11540",1974,9059
"new.row.16198","11540",1975,9815
"new.row.16199","11540",1976,10806
"new.row.16200","11540",1977,11791
"new.row.16201","11540",1978,12668
"new.row.16202","11540",1979,13966
"new.row.16203","11540",1980,14960
"new.row.16204","11540",1981,15870
"new.row.16205","11540",1982,16589
"new.row.16206","11540",1983,17456
"new.row.16207","11540",1984,18845
"new.row.16208","11540",1985,19790
"new.row.16209","11540",1986,20719
"new.row.16210","11540",1987,21591
"new.row.16211","11540",1988,22600
"new.row.16212","11540",1989,24075
"new.row.16213","11540",1990,24565
"new.row.16214","11540",1991,25470
"new.row.16215","11540",1992,27565
"new.row.16216","11540",1993,28309
"new.row.16217","11540",1994,29420
"new.row.16218","11540",1995,29507
"new.row.16219","11540",1996,30367
"new.row.16220","11540",1997,31012
"new.row.16221","11540",1998,32350
"new.row.16222","11540",1999,33978
"new.row.16223","11540",2000,35300
"new.row.16224","11540",2001,36411
"new.row.16225","11540",2002,36987
"new.row.16226","11540",2003,38756
"new.row.16227","11540",2004,40345
"new.row.16228","11540",2005,41252
"new.row.16229","11540",2006,42117
"new.row.16230","11540",2007,43364
"new.row.16231","11540",2008,43587
"new.row.16232","11540",2009,44093
"new.row.16233","11540",2010,44306
"new.row.16234","11540",2011,45848
"new.row.16235","11540",2012,47004
"new.row.16236","20740",1969,6546
"new.row.16237","20740",1970,6928
"new.row.16238","20740",1971,7363
"new.row.16239","20740",1972,7889
"new.row.16240","20740",1973,8398
"new.row.16241","20740",1974,8783
"new.row.16242","20740",1975,9205
"new.row.16243","20740",1976,9822
"new.row.16244","20740",1977,10756
"new.row.16245","20740",1978,11454
"new.row.16246","20740",1979,12114
"new.row.16247","20740",1980,13088
"new.row.16248","20740",1981,14074
"new.row.16249","20740",1982,14603
"new.row.16250","20740",1983,15353
"new.row.16251","20740",1984,16327
"new.row.16252","20740",1985,16920
"new.row.16253","20740",1986,17815
"new.row.16254","20740",1987,18560
"new.row.16255","20740",1988,19190
"new.row.16256","20740",1989,20267
"new.row.16257","20740",1990,21125
"new.row.16258","20740",1991,21576
"new.row.16259","20740",1992,23025
"new.row.16260","20740",1993,23572
"new.row.16261","20740",1994,24486
"new.row.16262","20740",1995,24612
"new.row.16263","20740",1996,25578
"new.row.16264","20740",1997,26866
"new.row.16265","20740",1998,28611
"new.row.16266","20740",1999,29427
"new.row.16267","20740",2000,30964
"new.row.16268","20740",2001,31993
"new.row.16269","20740",2002,33166
"new.row.16270","20740",2003,34307
"new.row.16271","20740",2004,35567
"new.row.16272","20740",2005,36331
"new.row.16273","20740",2006,37403
"new.row.16274","20740",2007,38202
"new.row.16275","20740",2008,39437
"new.row.16276","20740",2009,39965
"new.row.16277","20740",2010,41052
"new.row.16278","20740",2011,41984
"new.row.16279","20740",2012,43202
"new.row.16280","22540",1969,6457
"new.row.16281","22540",1970,6771
"new.row.16282","22540",1971,7173
"new.row.16283","22540",1972,7571
"new.row.16284","22540",1973,8178
"new.row.16285","22540",1974,8522
"new.row.16286","22540",1975,9160
"new.row.16287","22540",1976,10015
"new.row.16288","22540",1977,11070
"new.row.16289","22540",1978,11879
"new.row.16290","22540",1979,13017
"new.row.16291","22540",1980,13593
"new.row.16292","22540",1981,14539
"new.row.16293","22540",1982,14993
"new.row.16294","22540",1983,15604
"new.row.16295","22540",1984,17261
"new.row.16296","22540",1985,17927
"new.row.16297","22540",1986,19219
"new.row.16298","22540",1987,20843
"new.row.16299","22540",1988,21762
"new.row.16300","22540",1989,23732
"new.row.16301","22540",1990,24229
"new.row.16302","22540",1991,24496
"new.row.16303","22540",1992,26235
"new.row.16304","22540",1993,26995
"new.row.16305","22540",1994,28520
"new.row.16306","22540",1995,28639
"new.row.16307","22540",1996,29577
"new.row.16308","22540",1997,30422
"new.row.16309","22540",1998,31740
"new.row.16310","22540",1999,32363
"new.row.16311","22540",2000,33449
"new.row.16312","22540",2001,34853
"new.row.16313","22540",2002,35777
"new.row.16314","22540",2003,37323
"new.row.16315","22540",2004,39569
