"","msa.fips","year","dividends.interest.and.rent"
"new.row.4669","31420",2003,1113005
"new.row.4670","31420",2004,1130231
"new.row.4671","31420",2005,1163091
"new.row.4672","31420",2006,1271396
"new.row.4673","31420",2007,1413023
"new.row.4674","31420",2008,1440666
"new.row.4675","31420",2009,1295742
"new.row.4676","31420",2010,1294820
"new.row.4677","31420",2011,1486382
"new.row.4678","31420",2012,1440772
"new.row.4679","31420",2013,1472532
"new.row.4680","40660",1969,24236
"new.row.4681","40660",1970,27718
"new.row.4682","40660",1971,30971
"new.row.4683","40660",1972,34309
"new.row.4684","40660",1973,38075
"new.row.4685","40660",1974,43661
"new.row.4686","40660",1975,49564
"new.row.4687","40660",1976,53086
"new.row.4688","40660",1977,58663
"new.row.4689","40660",1978,64655
"new.row.4690","40660",1979,72705
"new.row.4691","40660",1980,90523
"new.row.4692","40660",1981,111999
"new.row.4693","40660",1982,125839
"new.row.4694","40660",1983,139309
"new.row.4695","40660",1984,153894
"new.row.4696","40660",1985,163062
"new.row.4697","40660",1986,177971
"new.row.4698","40660",1987,187284
"new.row.4699","40660",1988,199091
"new.row.4700","40660",1989,229867
"new.row.4701","40660",1990,240195
"new.row.4702","40660",1991,243288
"new.row.4703","40660",1992,248339
"new.row.4704","40660",1993,254232
"new.row.4705","40660",1994,272286
"new.row.4706","40660",1995,294850
"new.row.4707","40660",1996,323738
"new.row.4708","40660",1997,345949
"new.row.4709","40660",1998,363997
"new.row.4710","40660",1999,345471
"new.row.4711","40660",2000,388064
"new.row.4712","40660",2001,408947
"new.row.4713","40660",2002,399780
"new.row.4714","40660",2003,432018
"new.row.4715","40660",2004,418027
"new.row.4716","40660",2005,455263
"new.row.4717","40660",2006,469175
"new.row.4718","40660",2007,545669
"new.row.4719","40660",2008,553428
"new.row.4720","40660",2009,490573
"new.row.4721","40660",2010,488367
"new.row.4722","40660",2011,521946
"new.row.4723","40660",2012,523320
"new.row.4724","40660",2013,534209
"new.row.4725","42340",1969,92420
"new.row.4726","42340",1970,104526
"new.row.4727","42340",1971,110499
"new.row.4728","42340",1972,112006
"new.row.4729","42340",1973,119502
"new.row.4730","42340",1974,135550
"new.row.4731","42340",1975,166911
"new.row.4732","42340",1976,177257
"new.row.4733","42340",1977,196764
"new.row.4734","42340",1978,224973
"new.row.4735","42340",1979,249083
"new.row.4736","42340",1980,309232
"new.row.4737","42340",1981,386428
"new.row.4738","42340",1982,442901
"new.row.4739","42340",1983,487183
"new.row.4740","42340",1984,553746
"new.row.4741","42340",1985,602868
"new.row.4742","42340",1986,650071
"new.row.4743","42340",1987,687555
"new.row.4744","42340",1988,764410
"new.row.4745","42340",1989,903662
"new.row.4746","42340",1990,948382
"new.row.4747","42340",1991,985037
"new.row.4748","42340",1992,1007037
"new.row.4749","42340",1993,1060400
"new.row.4750","42340",1994,1193873
"new.row.4751","42340",1995,1264419
"new.row.4752","42340",1996,1370769
"new.row.4753","42340",1997,1492136
"new.row.4754","42340",1998,1662088
"new.row.4755","42340",1999,1639413
"new.row.4756","42340",2000,1759760
"new.row.4757","42340",2001,1741252
"new.row.4758","42340",2002,1731712
"new.row.4759","42340",2003,1860858
"new.row.4760","42340",2004,1963703
"new.row.4761","42340",2005,2042253
"new.row.4762","42340",2006,2304929
"new.row.4763","42340",2007,2592892
"new.row.4764","42340",2008,2588165
"new.row.4765","42340",2009,2401252
"new.row.4766","42340",2010,2388626
"new.row.4767","42340",2011,2836793
"new.row.4768","42340",2012,2827094
"new.row.4769","42340",2013,2870815
"new.row.4770","46660",1969,28755
"new.row.4771","46660",1970,34568
"new.row.4772","46660",1971,37681
"new.row.4773","46660",1972,41867
"new.row.4774","46660",1973,47414
"new.row.4775","46660",1974,53583
"new.row.4776","46660",1975,59773
"new.row.4777","46660",1976,65190
"new.row.4778","46660",1977,73075
"new.row.4779","46660",1978,86011
"new.row.4780","46660",1979,96663
"new.row.4781","46660",1980,111514
"new.row.4782","46660",1981,133198
"new.row.4783","46660",1982,155256
"new.row.4784","46660",1983,168940
"new.row.4785","46660",1984,184346
"new.row.4786","46660",1985,198231
"new.row.4787","46660",1986,205098
"new.row.4788","46660",1987,217642
"new.row.4789","46660",1988,233976
"new.row.4790","46660",1989,267638
"new.row.4791","46660",1990,277271
"new.row.4792","46660",1991,285082
"new.row.4793","46660",1992,296487
"new.row.4794","46660",1993,322928
"new.row.4795","46660",1994,348372
"new.row.4796","46660",1995,387913
"new.row.4797","46660",1996,412923
"new.row.4798","46660",1997,444337
"new.row.4799","46660",1998,473828
"new.row.4800","46660",1999,467315
"new.row.4801","46660",2000,513947
"new.row.4802","46660",2001,545017
"new.row.4803","46660",2002,523902
"new.row.4804","46660",2003,530337
"new.row.4805","46660",2004,554590
"new.row.4806","46660",2005,577155
"new.row.4807","46660",2006,603765
"new.row.4808","46660",2007,688058
"new.row.4809","46660",2008,746072
"new.row.4810","46660",2009,732787
"new.row.4811","46660",2010,776728
"new.row.4812","46660",2011,944769
"new.row.4813","46660",2012,859982
"new.row.4814","46660",2013,879376
"new.row.4815","47580",1969,50725
"new.row.4816","47580",1970,64728
"new.row.4817","47580",1971,72853
"new.row.4818","47580",1972,76529
"new.row.4819","47580",1973,84972
"new.row.4820","47580",1974,96181
"new.row.4821","47580",1975,105952
"new.row.4822","47580",1976,110438
"new.row.4823","47580",1977,124333
"new.row.4824","47580",1978,144215
"new.row.4825","47580",1979,157555
"new.row.4826","47580",1980,180895
"new.row.4827","47580",1981,213307
"new.row.4828","47580",1982,244949
"new.row.4829","47580",1983,271312
"new.row.4830","47580",1984,298556
"new.row.4831","47580",1985,319534
"new.row.4832","47580",1986,340387
"new.row.4833","47580",1987,358306
"new.row.4834","47580",1988,388473
"new.row.4835","47580",1989,435731
"new.row.4836","47580",1990,444282
"new.row.4837","47580",1991,447711
"new.row.4838","47580",1992,453020
"new.row.4839","47580",1993,487650
"new.row.4840","47580",1994,504843
"new.row.4841","47580",1995,560712
"new.row.4842","47580",1996,595313
"new.row.4843","47580",1997,635308
"new.row.4844","47580",1998,679570
"new.row.4845","47580",1999,694085
"new.row.4846","47580",2000,749730
"new.row.4847","47580",2001,891545
"new.row.4848","47580",2002,910313
"new.row.4849","47580",2003,976879
"new.row.4850","47580",2004,926723
"new.row.4851","47580",2005,969827
"new.row.4852","47580",2006,1024065
"new.row.4853","47580",2007,1171025
"new.row.4854","47580",2008,1274188
"new.row.4855","47580",2009,1163672
"new.row.4856","47580",2010,1160649
"new.row.4857","47580",2011,1322442
"new.row.4858","47580",2012,1290427
"new.row.4859","47580",2013,1309074
"new.row.4860","27980",1969,26215
"new.row.4861","27980",1970,31386
"new.row.4862","27980",1971,36603
"new.row.4863","27980",1972,41138
"new.row.4864","27980",1973,49886
"new.row.4865","27980",1974,58739
"new.row.4866","27980",1975,67337
"new.row.4867","27980",1976,71647
"new.row.4868","27980",1977,79946
"new.row.4869","27980",1978,96445
"new.row.4870","27980",1979,115236
"new.row.4871","27980",1980,136648
"new.row.4872","27980",1981,162976
"new.row.4873","27980",1982,162097
"new.row.4874","27980",1983,194608
"new.row.4875","27980",1984,220788
"new.row.4876","27980",1985,239139
"new.row.4877","27980",1986,258540
"new.row.4878","27980",1987,269980
"new.row.4879","27980",1988,294375
"new.row.4880","27980",1989,356568
"new.row.4881","27980",1990,385696
"new.row.4882","27980",1991,386672
"new.row.4883","27980",1992,414444
"new.row.4884","27980",1993,483255
"new.row.4885","27980",1994,488313
"new.row.4886","27980",1995,491914
"new.row.4887","27980",1996,493429
"new.row.4888","27980",1997,536609
"new.row.4889","27980",1998,579409
"new.row.4890","27980",1999,597442
"new.row.4891","27980",2000,655036
"new.row.4892","27980",2001,662923
"new.row.4893","27980",2002,653573
"new.row.4894","27980",2003,654546
"new.row.4895","27980",2004,751241
"new.row.4896","27980",2005,801685
"new.row.4897","27980",2006,951940
"new.row.4898","27980",2007,1050265
"new.row.4899","27980",2008,1168426
"new.row.4900","27980",2009,1054636
"new.row.4901","27980",2010,1123990
"new.row.4902","27980",2011,1144717
"new.row.4903","27980",2012,1289084
"new.row.4904","27980",2013,1344288
"new.row.4905","46520",1969,541510
"new.row.4906","46520",1970,661060
"new.row.4907","46520",1971,727549
"new.row.4908","46520",1972,796892
"new.row.4909","46520",1973,901611
"new.row.4910","46520",1974,1023209
"new.row.4911","46520",1975,1112995
"new.row.4912","46520",1976,1160097
"new.row.4913","46520",1977,1256320
"new.row.4914","46520",1978,1459716
"new.row.4915","46520",1979,1639676
"new.row.4916","46520",1980,1888427
"new.row.4917","46520",1981,2183000
"new.row.4918","46520",1982,2203060
"new.row.4919","46520",1983,2562508
"new.row.4920","46520",1984,2864495
"new.row.4921","46520",1985,3053095
"new.row.4922","46520",1986,3176946
"new.row.4923","46520",1987,3271317
"new.row.4924","46520",1988,3511728
"new.row.4925","46520",1989,4004541
"new.row.4926","46520",1990,4197384
"new.row.4927","46520",1991,4334496
"new.row.4928","46520",1992,4681106
"new.row.4929","46520",1993,4881955
"new.row.4930","46520",1994,5105713
"new.row.4931","46520",1995,5315715
"new.row.4932","46520",1996,5255943
"new.row.4933","46520",1997,5555409
"new.row.4934","46520",1998,5700456
"new.row.4935","46520",1999,5804977
"new.row.4936","46520",2000,6068543
"new.row.4937","46520",2001,6001003
"new.row.4938","46520",2002,5797223
"new.row.4939","46520",2003,5854836
"new.row.4940","46520",2004,6397328
"new.row.4941","46520",2005,6930494
"new.row.4942","46520",2006,7887535
"new.row.4943","46520",2007,8613054
"new.row.4944","46520",2008,9023864
"new.row.4945","46520",2009,9460596
"new.row.4946","46520",2010,9166789
"new.row.4947","46520",2011,9036807
"new.row.4948","46520",2012,9668402
"new.row.4949","46520",2013,10031196
"new.row.4950","14260",1969,107650
"new.row.4951","14260",1970,122593
"new.row.4952","14260",1971,140592
"new.row.4953","14260",1972,152720
"new.row.4954","14260",1973,176829
"new.row.4955","14260",1974,206007
"new.row.4956","14260",1975,237412
"new.row.4957","14260",1976,262257
"new.row.4958","14260",1977,303506
"new.row.4959","14260",1978,349951
"new.row.4960","14260",1979,398930
"new.row.4961","14260",1980,476817
"new.row.4962","14260",1981,586516
"new.row.4963","14260",1982,672085
"new.row.4964","14260",1983,705236
"new.row.4965","14260",1984,790890
"new.row.4966","14260",1985,853353
"new.row.4967","14260",1986,879080
"new.row.4968","14260",1987,898746
"new.row.4969","14260",1988,956472
"new.row.4970","14260",1989,1077294
"new.row.4971","14260",1990,1187836
"new.row.4972","14260",1991,1213798
"new.row.4973","14260",1992,1296522
"new.row.4974","14260",1993,1426804
"new.row.4975","14260",1994,1640039
"new.row.4976","14260",1995,1834043
"new.row.4977","14260",1996,1977611
"new.row.4978","14260",1997,2134824
"new.row.4979","14260",1998,2364499
"new.row.4980","14260",1999,2436258
"new.row.4981","14260",2000,2590528
"new.row.4982","14260",2001,2661379
"new.row.4983","14260",2002,2796099
"new.row.4984","14260",2003,2955713
"new.row.4985","14260",2004,3323786
"new.row.4986","14260",2005,3472668
"new.row.4987","14260",2006,4140384
"new.row.4988","14260",2007,4340965
"new.row.4989","14260",2008,4090194
"new.row.4990","14260",2009,3481899
"new.row.4991","14260",2010,3454168
"new.row.4992","14260",2011,4029534
"new.row.4993","14260",2012,4489645
"new.row.4994","14260",2013,4600403
"new.row.4995","17660",1969,18716
"new.row.4996","17660",1970,21804
"new.row.4997","17660",1971,24829
"new.row.4998","17660",1972,27184
"new.row.4999","17660",1973,31549
"new.row.5000","17660",1974,37165
"new.row.5001","17660",1975,43450
"new.row.5002","17660",1976,49194
"new.row.5003","17660",1977,58245
"new.row.5004","17660",1978,70842
"new.row.5005","17660",1979,84301
"new.row.5006","17660",1980,102757
"new.row.5007","17660",1981,126425
"new.row.5008","17660",1982,143172
"new.row.5009","17660",1983,156296
"new.row.5010","17660",1984,178626
"new.row.5011","17660",1985,192212
"new.row.5012","17660",1986,201608
"new.row.5013","17660",1987,199133
"new.row.5014","17660",1988,214306
"new.row.5015","17660",1989,242768
"new.row.5016","17660",1990,256347
"new.row.5017","17660",1991,274768
"new.row.5018","17660",1992,301173
"new.row.5019","17660",1993,336563
"new.row.5020","17660",1994,366855
"new.row.5021","17660",1995,423002
"new.row.5022","17660",1996,453541
"new.row.5023","17660",1997,483679
"new.row.5024","17660",1998,512045
"new.row.5025","17660",1999,501344
"new.row.5026","17660",2000,543543
"new.row.5027","17660",2001,553972
"new.row.5028","17660",2002,539577
"new.row.5029","17660",2003,587687
"new.row.5030","17660",2004,671432
"new.row.5031","17660",2005,799286
"new.row.5032","17660",2006,869143
"new.row.5033","17660",2007,968829
"new.row.5034","17660",2008,1000736
"new.row.5035","17660",2009,880507
"new.row.5036","17660",2010,875012
"new.row.5037","17660",2011,1019470
"new.row.5038","17660",2012,1146294
"new.row.5039","17660",2013,1171806
"new.row.5040","26820",1969,28276
"new.row.5041","26820",1970,32108
"new.row.5042","26820",1971,36836
"new.row.5043","26820",1972,40419
"new.row.5044","26820",1973,48262
"new.row.5045","26820",1974,56246
"new.row.5046","26820",1975,64483
"new.row.5047","26820",1976,70612
"new.row.5048","26820",1977,79677
"new.row.5049","26820",1978,90357
"new.row.5050","26820",1979,102047
"new.row.5051","26820",1980,120264
"new.row.5052","26820",1981,146577
"new.row.5053","26820",1982,167328
"new.row.5054","26820",1983,174269
"new.row.5055","26820",1984,194720
"new.row.5056","26820",1985,208723
"new.row.5057","26820",1986,211760
"new.row.5058","26820",1987,215088
"new.row.5059","26820",1988,226008
"new.row.5060","26820",1989,260397
"new.row.5061","26820",1990,266517
"new.row.5062","26820",1991,276164
"new.row.5063","26820",1992,291089
"new.row.5064","26820",1993,303000
"new.row.5065","26820",1994,326287
"new.row.5066","26820",1995,351776
"new.row.5067","26820",1996,373164
"new.row.5068","26820",1997,394705
"new.row.5069","26820",1998,413619
"new.row.5070","26820",1999,418585
"new.row.5071","26820",2000,438241
"new.row.5072","26820",2001,464881
"new.row.5073","26820",2002,449929
"new.row.5074","26820",2003,516539
"new.row.5075","26820",2004,563677
"new.row.5076","26820",2005,669904
"new.row.5077","26820",2006,698688
"new.row.5078","26820",2007,777781
"new.row.5079","26820",2008,828878
"new.row.5080","26820",2009,692420
"new.row.5081","26820",2010,663811
"new.row.5082","26820",2011,765405
"new.row.5083","26820",2012,874543
"new.row.5084","26820",2013,893756
"new.row.5085","30300",1969,23453
"new.row.5086","30300",1970,26251
"new.row.5087","30300",1971,29692
"new.row.5088","30300",1972,32046
"new.row.5089","30300",1973,36750
"new.row.5090","30300",1974,42140
"new.row.5091","30300",1975,47708
"new.row.5092","30300",1976,50608
"new.row.5093","30300",1977,56520
"new.row.5094","30300",1978,63613
"new.row.5095","30300",1979,72212
"new.row.5096","30300",1980,86586
"new.row.5097","30300",1981,105576
"new.row.5098","30300",1982,120872
"new.row.5099","30300",1983,129676
"new.row.5100","30300",1984,145629
"new.row.5101","30300",1985,153495
"new.row.5102","30300",1986,155970
"new.row.5103","30300",1987,155558
"new.row.5104","30300",1988,158600
"new.row.5105","30300",1989,179334
"new.row.5106","30300",1990,183246
"new.row.5107","30300",1991,191407
"new.row.5108","30300",1992,199132
"new.row.5109","30300",1993,211523
"new.row.5110","30300",1994,220112
"new.row.5111","30300",1995,246670
"new.row.5112","30300",1996,267415
"new.row.5113","30300",1997,285721
"new.row.5114","30300",1998,295886
"new.row.5115","30300",1999,290658
"new.row.5116","30300",2000,301071
"new.row.5117","30300",2001,309967
"new.row.5118","30300",2002,289765
"new.row.5119","30300",2003,305785
"new.row.5120","30300",2004,325198
"new.row.5121","30300",2005,331369
"new.row.5122","30300",2006,354863
"new.row.5123","30300",2007,405669
"new.row.5124","30300",2008,452501
"new.row.5125","30300",2009,414860
"new.row.5126","30300",2010,405311
"new.row.5127","30300",2011,458193
"new.row.5128","30300",2012,501042
"new.row.5129","30300",2013,514979
"new.row.5130","30860",1969,19777
"new.row.5131","30860",1970,22819
"new.row.5132","30860",1971,26445
"new.row.5133","30860",1972,29733
"new.row.5134","30860",1973,32329
"new.row.5135","30860",1974,36963
"new.row.5136","30860",1975,41631
"new.row.5137","30860",1976,45695
"new.row.5138","30860",1977,52006
"new.row.5139","30860",1978,59293
"new.row.5140","30860",1979,68631
"new.row.5141","30860",1980,83269
"new.row.5142","30860",1981,100595
